Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49
ERR579133_1 - polya	(1, 0.008481157419710183)	(2, 0.015018530077790266)	(3, 0.017981126162757523)	(4, 0.02334552525778496)	(5, 0.026024373452261385)	(6, 0.029062933539407285)	(7, 0.03272261105613154)	(8, 0.038815370877930716)	(9, 0.05156391783179434)	(10, 0.062173184430185754)	(12, 0.06950929622882074)	(14, 0.08096757226332643)	(16, 0.09105961337629559)	(18, 0.10042329376249301)	(20, 0.11080019988363209)	(22, 0.12401123355664218)	(24, 0.13854158320866672)	(26, 0.156097087535688)	(28, 0.16891824713869297)	(30, 0.18019666722686395)	(32, 0.19076683470648692)	(34, 0.2038393457872889)	(36, 0.21399394549028755)	(38, 0.22385921171439982)	(40, 0.23377027976335515)	(42, 0.2458552588158347)	(44, 0.2564689938849425)	(46, 0.26765022473503197)	(48, 0.2781623020953419)	(50, 0.2873908112423684)	(52, 0.2965925095650967)	(54, 0.30736934381535275)	(56, 0.3178266824093869)	(58, 0.3276718405152754)	(60, 0.3364501512376256)	(62, 0.34739008466903)	(64, 0.3566040712862283)	(66, 0.36829135644494904)	(68, 0.3848682656850807)	(70, 0.399658903756335)	(72, 0.41036312535744973)	(74, 0.42046745476488895)	(76, 0.4321044696280503)	(78, 0.443299105890289)	(80, 0.45172440742604425)	(82, 0.460760772332266)	(84, 0.4719688140066538)	(86, 0.48670694754699056)	(88, 0.4983160344681745)	(90, 0.5085454810556727)
ERR579133_2 - illumina_universal_adapter	(1, 1.7873882865564137e-05)	(2, 2.9045059656541724e-05)	(3, 5.585588395488793e-05)	(4, 0.00015192800435729516)	(5, 0.0001675676518646638)	(6, 0.00021448659438676965)	(7, 0.00023012624189413828)	(8, 0.00028151365513263515)	(9, 0.00032396412693834996)	(10, 0.0004848290727284272)	(12, 0.000721658020697152)	(14, 0.001050090618351893)	(16, 0.00135059527402919)	(18, 0.0017002531075867885)	(20, 0.002042091117390703)	(22, 0.0023258390078815332)	(24, 0.002649803134819883)	(26, 0.0028754609059976305)	(28, 0.003067605146802445)	(30, 0.0033345962721068093)	(32, 0.0038462361691335824)	(34, 0.004586885190375397)	(36, 0.0055587775711904465)	(38, 0.0071283279103227975)	(40, 0.009997086110245842)	(42, 0.014769412835351466)	(44, 0.021902209216390654)	(46, 0.03116870036450656)	(48, 0.04419652673814462)	(50, 0.0634958517622375)	(52, 0.09121154138065289)	(54, 0.1257472344299601)	(56, 0.16704484079084603)	(58, 0.21648623503235465)	(60, 0.2783477436300721)	(62, 0.35235120428190314)	(64, 0.4396796446100122)	(66, 0.5362790445569536)	(68, 0.640889295380705)	(70, 0.7555837674936718)	(72, 0.883536192222171)	(74, 1.0260446603093138)	(76, 1.178852953397738)	(78, 1.3344629776253392)	(80, 1.49917415958455)	(82, 1.672296120549688)	(84, 1.8582157816465699)	(86, 2.0558595927855823)	(88, 2.256287261180907)	(90, 2.405487264165845)
ERR579133_2 - polya	(1, 0.013445628385620622)	(2, 0.016986891428360518)	(3, 0.019869055040432734)	(4, 0.024406787052927828)	(5, 0.02792123927136938)	(6, 0.03142228607766175)	(7, 0.03501493653364014)	(8, 0.041252921653722026)	(9, 0.04918669141067431)	(10, 0.05896370533813789)	(12, 0.06787383594662161)	(14, 0.08024368000727108)	(16, 0.09895763536751674)	(18, 0.11307576859595422)	(20, 0.12636723474185935)	(22, 0.13938612417406462)	(24, 0.15149344558012615)	(26, 0.16544736250973624)	(28, 0.17809983734319745)	(30, 0.18985861803338044)	(32, 0.20135040759825912)	(34, 0.21340634159108213)	(36, 0.2251271402801758)	(38, 0.23614638906679608)	(40, 0.2486000169533779)	(42, 0.25975667121452717)	(44, 0.27092784800550485)	(46, 0.28330327765454977)	(48, 0.2962093382011662)	(50, 0.3091466780427973)	(52, 0.3211009543268224)	(54, 0.33463483500909175)	(56, 0.3463187688147752)	(58, 0.3572129004213366)	(60, 0.36803665361411475)	(62, 0.3785666048572902)	(64, 0.3902416017215409)	(66, 0.403041536088643)	(68, 0.41509523584610786)	(70, 0.4284403236406097)	(72, 0.4424266369829136)	(74, 0.4540223184919483)	(76, 0.46534542328728323)	(78, 0.47607198724197985)	(80, 0.4857138299302727)	(82, 0.4951132580822012)	(84, 0.507041840659607)	(86, 0.5199702435598055)	(88, 0.530569456099085)	(90, 0.5387501088631178)
ERR579133_2 - polyg	(1, 0.0034720017466358336)	(2, 0.004613696014673743)	(3, 0.008380616828591385)	(4, 0.012726204600281666)	(5, 0.016318855056260056)	(6, 0.01930155925945107)	(7, 0.021812839802062833)	(8, 0.023966642687363312)	(9, 0.02620981498699161)	(10, 0.030154357511885797)	(12, 0.03622589209778211)	(14, 0.04182488590542008)	(16, 0.047133429116492626)	(18, 0.05237829661985661)	(20, 0.05755166859175832)	(22, 0.06255970714715359)	(24, 0.06788724135877079)	(26, 0.07341138828190921)	(28, 0.07909081456244221)	(30, 0.0847713579606543)	(32, 0.09033572112024024)	(34, 0.09582635451300572)	(36, 0.10113824907711558)	(38, 0.1062121975755776)	(40, 0.11128614607403961)	(42, 0.11608640074112267)	(44, 0.12055822281055101)	(46, 0.1252970360052837)	(48, 0.13020453396956017)	(50, 0.1347556713942044)	(52, 0.13926659258240118)	(54, 0.1436847930032328)	(56, 0.1477700923556933)	(58, 0.15184310341368373)	(60, 0.15607251094674784)	(62, 0.16044490954273646)	(64, 0.16483741625694887)	(66, 0.1693595086219366)	(68, 0.17383468204440222)	(70, 0.178380233880651)	(72, 0.1829146145401088)	(74, 0.18776960797346764)	(76, 0.19247043916711104)	(78, 0.19711653159447862)	(80, 0.20194694843889732)	(82, 0.20679188781314428)	(84, 0.21159325959790645)	(86, 0.21661582068312996)	(88, 0.22155348082474208)	(90, 0.22521762681218271)
ERR579134_1 - illumina_universal_adapter	(1, 9.208573452001968e-06)	(2, 2.455619587200525e-05)	(3, 8.594668555201837e-05)	(4, 0.00018724099352404003)	(5, 0.0002455619587200525)	(6, 0.00031923054633606823)	(7, 0.0003499257911760748)	(8, 0.0004051772318880866)	(9, 0.0004849848684721037)	(10, 0.0007044558690781506)	(12, 0.0010543816602542255)	(14, 0.001576200822534337)	(16, 0.0022514962090144815)	(18, 0.002974369224996636)	(20, 0.003646595086992779)	(22, 0.004142323291158885)	(24, 0.004676420551375)	(26, 0.005083132545505086)	(28, 0.005477566441699171)	(30, 0.005979433694833278)	(32, 0.006622499074231416)	(34, 0.0076692069232756396)	(36, 0.009048958178833933)	(38, 0.0112298553247164)	(40, 0.01482887278220717)	(42, 0.021259526576188542)	(44, 0.030197981873598456)	(46, 0.042279630242625044)	(48, 0.05908527679252863)	(50, 0.08317030065623979)	(52, 0.11548165013707268)	(54, 0.15661020869819747)	(56, 0.20573487854014397)	(58, 0.2645101333597885)	(60, 0.3348175916658236)	(62, 0.41811220806366534)	(64, 0.514538250204062)	(66, 0.6201590529362826)	(68, 0.7331236929964746)	(70, 0.8546906754230787)	(72, 0.9886923015343694)	(74, 1.1359834338991408)	(76, 1.2927087497654883)	(78, 1.4517546261417404)	(80, 1.6178020878659978)	(82, 1.7909570335329588)	(84, 1.9762028361423984)	(86, 2.1732693775397247)	(88, 2.370794812847409)	(90, 2.5190973535296584)
ERR579134_1 - polya	(1, 0.008769631450789874)	(2, 0.015924693022995404)	(3, 0.019764668152480225)	(4, 0.024826314026597306)	(5, 0.027871282314725958)	(6, 0.03092852870079061)	(7, 0.034461551381875365)	(8, 0.04082467563720873)	(9, 0.05196704951413111)	(10, 0.0631523967338295)	(12, 0.07067426648187311)	(14, 0.08187342656174951)	(16, 0.09326750144635994)	(18, 0.10371155850317217)	(20, 0.11464673947742451)	(22, 0.12882794259350755)	(24, 0.14253643893905446)	(26, 0.15913028829956202)	(28, 0.1721742325943228)	(30, 0.1833058631355512)	(32, 0.19374685066787942)	(34, 0.2053742094132739)	(36, 0.2156617207214021)	(38, 0.2263851045062584)	(40, 0.23794493371300487)	(42, 0.25002658208203143)	(44, 0.26080828683208374)	(46, 0.27113416719626193)	(48, 0.2815199032878782)	(50, 0.2915188792945103)	(52, 0.30274259557025873)	(54, 0.3137959532371451)	(56, 0.32444720319662734)	(58, 0.3343310720351095)	(60, 0.34356727120746744)	(62, 0.35402053683773166)	(64, 0.3635575494095217)	(66, 0.3769729061668466)	(68, 0.3905662953442435)	(70, 0.40345829817704626)	(72, 0.4150288707194867)	(74, 0.4263477422542391)	(76, 0.43890823644276983)	(78, 0.45065684140528234)	(80, 0.4608000850626625)	(82, 0.47104462302801464)	(84, 0.4831907314112053)	(86, 0.4981654066064025)	(88, 0.5100137711146451)	(90, 0.5195661313088551)
ERR579134_2 - illumina_universal_adapter	(1, 9.208573452001968e-06)	(2, 1.8417146904003935e-05)	(3, 7.05990631320151e-05)	(4, 0.00015961527316803411)	(5, 0.00021486671388004592)	(6, 0.000285465777012061)	(7, 0.0003130914973680669)	(8, 0.00035913436462807675)	(9, 0.00043894200121209385)	(10, 0.0006415306171561371)	(12, 0.0009945259328162127)	(14, 0.0015071365216443222)	(16, 0.002185501432608467)	(18, 0.002912978735316623)	(20, 0.003562183163682762)	(22, 0.004079398039236872)	(24, 0.004647260068776993)	(26, 0.005047833013939079)	(28, 0.005443801672375164)	(30, 0.005957947023445273)	(32, 0.006630172885441417)	(34, 0.0077121802660516485)	(36, 0.009147182962321955)	(38, 0.01137258821322243)	(40, 0.015043739496087217)	(42, 0.021581826647008612)	(44, 0.03062464577687455)	(46, 0.04283367941198715)	(48, 0.05991865268993481)	(50, 0.08439197140087204)	(52, 0.11732336482747308)	(54, 0.15929911214618203)	(56, 0.20940296029852476)	(58, 0.26924334011411755)	(60, 0.34084460299015884)	(62, 0.42557575684651294)	(64, 0.523861930824214)	(66, 0.6313919777854831)	(68, 0.7464500335437636)	(70, 0.870265442654898)	(72, 1.0065707468914311)	(74, 1.156652077012159)	(76, 1.3163256711453895)	(78, 1.478319825788524)	(80, 1.647114511925962)	(82, 1.8231133720273496)	(84, 2.011572966771538)	(86, 2.211862508877065)	(88, 2.4129501273484317)	(90, 2.564142625332368)
ERR579134_2 - polya	(1, 0.015933901596447406)	(2, 0.02030797398614834)	(3, 0.02381644047136109)	(4, 0.028807487282346157)	(5, 0.032724200523931)	(6, 0.036459811820959795)	(7, 0.040487027943968655)	(8, 0.04748861329197415)	(9, 0.05593594467194396)	(10, 0.06634777172167418)	(12, 0.07617638911944428)	(14, 0.09096996237008545)	(16, 0.11157414546893984)	(18, 0.12705682696623916)	(20, 0.14151121776139824)	(22, 0.15604234666865735)	(24, 0.16949607248203225)	(26, 0.1847761653633875)	(28, 0.19922134758509458)	(30, 0.21216399757188337)	(32, 0.22479969511027206)	(34, 0.23790656465695487)	(36, 0.24995137873217343)	(38, 0.26217729475194806)	(40, 0.2755466086420129)	(42, 0.2874133902971594)	(44, 0.2999431892408501)	(46, 0.313461375068389)	(48, 0.32679692418912987)	(50, 0.33997592756118666)	(52, 0.35309967949253146)	(54, 0.36824317853434874)	(56, 0.3812226628149455)	(58, 0.39366191078635815)	(60, 0.4056315215117187)	(62, 0.4176302927196773)	(64, 0.4308215741896701)	(66, 0.44458071768920304)	(68, 0.4574834638576998)	(70, 0.47290782438980306)	(72, 0.4887450359650045)	(74, 0.5012686958597271)	(76, 0.5139043933981158)	(78, 0.5253107463806623)	(80, 0.5367416555590807)	(82, 0.5483981747870732)	(84, 0.5608681180033259)	(86, 0.5751935887701569)	(88, 0.5872522157055535)	(90, 0.5969212178301556)
ERR579134_2 - polyg	(1, 0.003993451353684853)	(2, 0.004954212517177059)	(3, 0.008530208541037823)	(4, 0.012753874231022727)	(5, 0.01599222256164342)	(6, 0.01908016419254808)	(7, 0.021483601863520593)	(8, 0.023598504232997045)	(9, 0.02588529997357753)	(10, 0.030345319048830484)	(12, 0.03692637954252789)	(14, 0.042169127361201014)	(16, 0.046870104108448024)	(18, 0.05133165794594297)	(20, 0.055837719888455935)	(22, 0.06007212891413484)	(24, 0.06420370886959972)	(26, 0.06848876504926464)	(28, 0.07322350656583565)	(30, 0.07771575564817061)	(32, 0.08229241665381559)	(34, 0.08673555334440654)	(36, 0.09121092004207951)	(38, 0.09541156429843439)	(40, 0.09989613956955935)	(42, 0.10406762334331623)	(44, 0.1081040480397771)	(46, 0.11237836088374803)	(48, 0.11662044372063693)	(50, 0.12087480465546183)	(52, 0.12474087074306067)	(54, 0.12869595304069553)	(56, 0.1323210614563003)	(58, 0.1362162880264971)	(60, 0.14018364842206796)	(62, 0.1440466449851828)	(64, 0.14771472674356356)	(66, 0.15137820421521836)	(68, 0.15525347887626917)	(70, 0.159001368271234)	(72, 0.1628075786313948)	(74, 0.1669805971673937)	(76, 0.17101855662609655)	(78, 0.17525756993850147)	(80, 0.17949351372642236)	(82, 0.1837969870529913)	(84, 0.1880805084704142)	(86, 0.19233026511851312)	(88, 0.19663987749405004)	(90, 0.20002556299990276)
ERR579135_1 - illumina_universal_adapter	(1, 3.7018639511463306e-05)	(2, 7.403727902292661e-05)	(3, 0.00020787389879514011)	(4, 0.0005581271803266776)	(5, 0.000640707222313788)	(6, 0.0008343431828352883)	(7, 0.0009112280495129429)	(8, 0.001170358526093186)	(9, 0.001389622775507238)	(10, 0.0019918875644821987)	(12, 0.003128075038718649)	(14, 0.004764014146359855)	(16, 0.006627760266379295)	(18, 0.008652395088890865)	(20, 0.010194363803926049)	(22, 0.011360450948537142)	(24, 0.012603422959825892)	(26, 0.013558788617987119)	(28, 0.01443015044033387)	(30, 0.015513657542957852)	(32, 0.01708125454688559)	(34, 0.019534451311433713)	(36, 0.022655407381015544)	(38, 0.027393793238482844)	(40, 0.03509936543217667)	(42, 0.04806443202415301)	(44, 0.06579066517483448)	(46, 0.08829515041014944)	(48, 0.1182887911773989)	(50, 0.15905627983631154)	(52, 0.2131419359563868)	(54, 0.2793953341251146)	(56, 0.35635139049413733)	(58, 0.4449498089895153)	(60, 0.5494833280007508)	(62, 0.6716035483675862)	(64, 0.8060481281040841)	(66, 0.9506500530049966)	(68, 1.1032010188440822)	(70, 1.2640626692534913)	(72, 1.4376900551190457)	(74, 1.6248335157877665)	(76, 1.8198064187131615)	(78, 2.0157475014411643)	(80, 2.2141161526448223)	(82, 2.418967337144469)	(84, 2.6351291398086945)	(86, 2.8580311824516613)	(88, 3.0804121165538128)	(90, 3.245247575535395)
ERR579135_1 - polya	(1, 0.00955365658161226)	(2, 0.016797919575240156)	(3, 0.020337471030066993)	(4, 0.02584755314196557)	(5, 0.028660969744836784)	(6, 0.031653784369955855)	(7, 0.03537842902234001)	(8, 0.04178550124547789)	(9, 0.05589245048700014)	(10, 0.0672201541775079)	(12, 0.07508376748603914)	(14, 0.08804598649036074)	(16, 0.09897502790920659)	(18, 0.10923915761067349)	(20, 0.12062950822958526)	(22, 0.13494860275138476)	(24, 0.1510047257425683)	(26, 0.16977887115018964)	(28, 0.18334620253114092)	(30, 0.19566201913783932)	(32, 0.20715915429380338)	(34, 0.2213785832476874)	(36, 0.23233182916159845)	(38, 0.24363532835704102)	(40, 0.2545672173635416)	(42, 0.2680505449086784)	(44, 0.27882296900651427)	(46, 0.2911686852835873)	(48, 0.30244513239631)	(50, 0.31221378184585413)	(52, 0.32202372131639195)	(54, 0.3331079562624205)	(56, 0.34456522519121835)	(58, 0.3548393214494768)	(60, 0.3636953190556807)	(62, 0.37516682592275225)	(64, 0.3852003010241861)	(66, 0.41289309096641547)	(68, 0.43211857901731116)	(70, 0.4485178363208894)	(72, 0.4599808004249968)	(74, 0.4706663730993634)	(76, 0.48338939474068787)	(78, 0.4958846093696341)	(80, 0.5051435406289819)	(82, 0.5153393282267353)	(84, 0.528364194159461)	(86, 0.545661865368106)	(88, 0.5588846386428352)	(90, 0.5705796811408028)
ERR579135_2 - illumina_universal_adapter	(1, 2.8475876547279467e-05)	(2, 6.264692840401482e-05)	(3, 0.00018794078521204447)	(4, 0.0005125657778510304)	(5, 0.0005979934074928688)	(6, 0.0007688486667765456)	(7, 0.0008343431828352883)	(8, 0.00106784537052298)	(9, 0.0012700240940086642)	(10, 0.0018480843879184372)	(12, 0.0029714577177086124)	(14, 0.0046045492376950905)	(16, 0.006472566739196623)	(18, 0.00850716811849974)	(20, 0.0100619509779812)	(22, 0.011235157091729113)	(24, 0.012506604979565142)	(26, 0.013460546843899003)	(28, 0.014314823140317387)	(30, 0.015422534738006559)	(32, 0.017039964525892033)	(34, 0.01953729889908844)	(36, 0.022712359134110103)	(38, 0.027571767466903343)	(40, 0.03541260007419674)	(42, 0.04853570778101049)	(44, 0.06650398588234382)	(46, 0.08928326332634004)	(48, 0.11971685638624496)	(50, 0.16107664327734103)	(52, 0.21604220398272722)	(54, 0.28311855498367133)	(56, 0.3610997429083962)	(58, 0.45092404788913454)	(60, 0.5569212269549002)	(62, 0.6806531819343116)	(64, 0.8169287605327996)	(66, 0.9637432610414357)	(68, 1.1183971703635378)	(70, 1.2817433410016972)	(72, 1.4583165562960676)	(74, 1.6485169023121387)	(76, 1.8464968578009264)	(78, 2.045684190455319)	(80, 2.247452861318722)	(82, 2.454703138417477)	(84, 2.673423498589476)	(86, 2.8989780691328217)	(88, 3.1243689033860207)	(90, 3.2917059681222813)
ERR579135_2 - polya	(1, 0.018648851550813323)	(2, 0.022837652990918132)	(3, 0.02677871430506161)	(4, 0.03308612096028401)	(5, 0.03845951886475565)	(6, 0.04328048476421006)	(7, 0.048306476974804884)	(8, 0.05635375968706606)	(9, 0.06630607854034024)	(10, 0.07849802508405794)	(12, 0.09105588664140818)	(14, 0.10762315161661537)	(16, 0.13025293070873836)	(18, 0.14839633545083747)	(20, 0.16552884657550818)	(22, 0.18272827601006497)	(24, 0.19978532606188537)	(26, 0.21809958606326815)	(28, 0.2353217961990628)	(30, 0.25109885560008294)	(32, 0.26719911619991477)	(34, 0.28323388228368784)	(36, 0.29894259958099456)	(38, 0.3139251820263457)	(40, 0.32997560984221974)	(42, 0.3443359943850127)	(44, 0.3585853230092714)	(46, 0.3747140594856505)	(48, 0.3907730300644887)	(50, 0.40721927256437)	(52, 0.4224026099393794)	(54, 0.43897841767755075)	(56, 0.45333025945737965)	(58, 0.46712682164453656)	(60, 0.480749680984755)	(62, 0.494335521685462)	(64, 0.508843980786301)	(66, 0.5245156794440962)	(68, 0.5393601538881929)	(70, 0.5580474478723452)	(72, 0.5816041167460821)	(74, 0.5986440812719741)	(76, 0.613680767882765)	(78, 0.6270843629735694)	(80, 0.639565339664242)	(82, 0.6519751266635465)	(84, 0.6665690133940272)	(86, 0.682219355144412)	(88, 0.6957453965043697)	(90, 0.7059027416687843)
ERR579135_2 - polyg	(1, 0.005703718072420077)	(2, 0.006950961465190917)	(3, 0.01295367624135743)	(4, 0.020721895363455266)	(5, 0.026630639747015756)	(6, 0.031921457609500284)	(7, 0.036252638432341486)	(8, 0.0397893422995136)	(9, 0.043607957344503775)	(10, 0.05235005144451857)	(12, 0.06761881644916982)	(14, 0.07757825427158081)	(16, 0.08617512140120448)	(18, 0.09433203623817268)	(20, 0.10182119177010718)	(22, 0.10919074862054311)	(24, 0.11674682246236373)	(26, 0.12451646537828892)	(28, 0.13256659567820483)	(30, 0.1400913460558234)	(32, 0.1476289105778883)	(34, 0.1549913484591874)	(36, 0.16216299796761974)	(38, 0.1689544945241459)	(40, 0.17560645928559038)	(42, 0.18205055014823973)	(44, 0.18781691514906382)	(46, 0.19430371982653405)	(48, 0.20095426079415118)	(50, 0.20732004299629553)	(52, 0.2134694085366805)	(54, 0.2192001786918205)	(56, 0.22493094884696052)	(58, 0.23109882370710122)	(60, 0.2371670329993265)	(62, 0.24325090402365274)	(64, 0.24942162647144822)	(66, 0.25537166087600227)	(68, 0.2614355987867454)	(70, 0.2675394029246548)	(72, 0.2737030064033134)	(74, 0.2802439152462235)	(76, 0.28675492441875894)	(78, 0.2928672713196325)	(80, 0.29940675636871517)	(82, 0.3058180999733352)	(84, 0.3125085071681185)	(86, 0.31881449002951356)	(88, 0.3250051455908921)	(90, 0.32971647936563947)
ERR579136_1 - illumina_universal_adapter	(1, 1.8973883695947743e-05)	(2, 3.523721257818866e-05)	(3, 0.00011113274736197963)	(4, 0.000211423275469132)	(5, 0.00023581826879249336)	(6, 0.0003306876872722321)	(7, 0.00038218822873266166)	(8, 0.0004580837635164526)	(9, 0.0005258476338591231)	(10, 0.000670862316392438)	(12, 0.0009405625203562666)	(14, 0.0013268165813094886)	(16, 0.0017740581255711139)	(18, 0.0022226549472395924)	(20, 0.0026373698337367364)	(22, 0.002966702243602115)	(24, 0.0033719301882512848)	(26, 0.0036375645599945527)	(28, 0.003951988918384544)	(30, 0.004450731004106599)	(32, 0.005305911047831101)	(34, 0.00669235983504214)	(36, 0.008558576824279285)	(38, 0.011643188202277647)	(40, 0.0170493897782159)	(42, 0.026689477973164205)	(44, 0.040053868482145684)	(46, 0.0580045177359191)	(48, 0.08283591038428728)	(50, 0.1179579243828934)	(52, 0.16736727280454816)	(54, 0.2302209731021888)	(56, 0.30456742580994633)	(58, 0.39236771733553766)	(60, 0.49796009065830055)	(62, 0.6222105680412143)	(64, 0.7645228274252636)	(66, 0.9203322945041659)	(68, 1.0878960825327078)	(70, 1.266448459776017)	(72, 1.4609483862657706)	(74, 1.6723133848064078)	(76, 1.8960927243938224)	(78, 2.1229553200818283)	(80, 2.3559912043580518)	(82, 2.5982050272334862)	(84, 2.852484884862137)	(86, 3.1169306783195947)	(88, 3.384122263803338)	(90, 3.583125777116065)
ERR579136_1 - polya	(1, 0.009793234541922742)	(2, 0.01650456826066083)	(3, 0.019814155688196857)	(4, 0.024722970455819906)	(5, 0.027043205376352946)	(6, 0.029566731907913996)	(7, 0.03252936831929555)	(8, 0.03838145616208857)	(9, 0.04841050897280381)	(10, 0.058995225520328945)	(12, 0.06604944442300095)	(14, 0.07586436340343333)	(16, 0.08653310715018339)	(18, 0.09627890698286626)	(20, 0.10714958706323746)	(22, 0.12028086985824016)	(24, 0.13371437951497114)	(26, 0.14978661428284573)	(28, 0.16262922299018867)	(30, 0.17331965117544834)	(32, 0.18372818166008253)	(34, 0.1944755314964301)	(36, 0.20402617138252607)	(38, 0.21378823454409118)	(40, 0.22435939831754778)	(42, 0.23429087115496958)	(44, 0.24424673898571472)	(46, 0.2545021231233745)	(48, 0.26411646104759257)	(50, 0.2733228604723478)	(52, 0.2835443626748362)	(54, 0.29396238010131837)	(56, 0.3037217327080698)	(58, 0.31289696075246737)	(60, 0.32133085205531614)	(62, 0.3305074353771206)	(64, 0.33949834569418613)	(66, 0.3519221736828113)	(68, 0.3639841426038067)	(70, 0.37545385529800707)	(72, 0.3873857175879445)	(74, 0.3980056713480478)	(76, 0.4104132360077908)	(78, 0.42097897867161993)	(80, 0.429992928704602)	(82, 0.4392250784000874)	(84, 0.450490144205853)	(86, 0.4623623742898888)	(88, 0.4729877491596196)	(90, 0.48134845548249827)
