Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35
SRR10898066_2 - illumina_universal_adapter	(1, 5.0645416750161264e-05)	(2, 5.73981389835161e-05)	(3, 7.090358345022576e-05)	(4, 0.00010466719461699994)	(5, 0.0001147962779670322)	(6, 0.00014518352801712894)	(7, 0.00015193625025048378)	(8, 0.00016206533360051605)	(9, 0.0002093343892339999)	(10, 0.0004821443674615352)	(15, 0.001378230607827722)	(20, 0.003091396238429843)	(25, 0.005818145476258525)	(30, 0.009821159216191273)	(35, 0.01482762748000055)	(40, 0.02128322993508777)	(45, 0.02882196903640511)	(50, 0.03929341540366845)	(55, 0.05279413296481476)	(60, 0.07430695545583661)	(65, 0.10652284268672585)	(70, 0.16007598163056974)	(75, 0.25482342728677143)	(80, 0.4200402563535942)	(85, 0.7260081265635717)	(90, 1.2347136516577848)	(95, 2.1483144276806234)	(100, 3.484476926538992)	(105, 5.591663224185145)	(110, 8.151321752527249)	(115, 11.604304657842096)	(120, 15.226756581414111)	(125, 19.607095557941143)	(130, 23.72237668136453)	(135, 28.125829550824108)	(140, 30.401987866371055)
SRR10898066_2 - polya	(1, 0.0036262118393115463)	(2, 0.014113189467711605)	(3, 0.018023015640824053)	(4, 0.023762829539175665)	(5, 0.028861134825358566)	(6, 0.03421266719529227)	(7, 0.041245627401331336)	(8, 0.055115718868642166)	(9, 0.07307120728713266)	(10, 0.10862023821240585)	(15, 0.15647610540796825)	(20, 0.20560283492784803)	(25, 0.26306647531702765)	(30, 0.3213181583908398)	(35, 0.36067775047239514)	(40, 0.39785216163923687)	(45, 0.43849612148957623)	(50, 0.47825479945512284)	(55, 0.5258419083057977)	(60, 0.563844878490672)	(65, 0.6043200202851777)	(70, 0.6531266707711963)	(75, 0.700049311754109)	(80, 0.7412132312164168)	(85, 0.7861303136960232)	(90, 0.8278830705370795)	(95, 0.8837010725179905)	(100, 0.9213164364466703)	(105, 0.9573523386449685)	(110, 0.9917534067905713)	(115, 1.0197029241144269)	(120, 1.0465065044752824)	(125, 1.0706751726206827)	(130, 1.0985119194832411)	(135, 1.1319095331049676)	(140, 1.1508664502306645)
SRR10898067_1 - illumina_universal_adapter	(1, 3.696905877986243e-05)	(2, 3.696905877986243e-05)	(3, 5.3773176407072626e-05)	(4, 9.074223518693505e-05)	(5, 0.00011090717633958729)	(6, 0.00014787623511944973)	(7, 0.0001646803527466599)	(8, 0.0001814844703738701)	(9, 0.0002150927056282905)	(10, 0.000339443176069646)	(15, 0.0007454306579430443)	(20, 0.0015170757393845363)	(25, 0.00241912077361318)	(30, 0.003647837854514789)	(35, 0.005179029052706182)	(40, 0.007744681732028635)	(45, 0.011243299022013797)	(50, 0.01668380014499937)	(55, 0.024778679688379067)	(60, 0.038640060236712216)	(65, 0.06234865371459053)	(70, 0.10479518267621839)	(75, 0.18343240368921632)	(80, 0.3250608678748693)	(85, 0.5847604398269418)	(90, 1.027842003115349)	(95, 1.8110530226372972)	(100, 3.0049828913917613)	(105, 4.910044869682723)	(110, 7.35042890157667)	(115, 10.729541356479459)	(120, 14.441754441294682)	(125, 19.06355088750611)	(130, 23.665706008870156)	(135, 28.883190948683854)	(140, 31.77316511470558)
SRR10898067_1 - polya	(1, 0.002490370232352551)	(2, 0.010976449634093699)	(3, 0.014451541159400769)	(4, 0.020830384210689758)	(5, 0.025179289852611756)	(6, 0.03037848384647059)	(7, 0.036945533015184336)	(8, 0.05174996064475652)	(9, 0.06881958333047664)	(10, 0.10238816086729681)	(15, 0.15354056708922975)	(20, 0.20424531161757375)	(25, 0.2653222297101371)	(30, 0.3245681711460395)	(35, 0.36592108813248847)	(40, 0.4066784671902292)	(45, 0.4506911399147131)	(50, 0.4929682833706587)	(55, 0.5452559757794859)	(60, 0.5859132022961685)	(65, 0.6319141382183038)	(70, 0.685189912743611)	(75, 0.7336059364511289)	(80, 0.7748506349200588)	(85, 0.8263707152356752)	(90, 0.8747524585432336)	(95, 0.9365875784231366)	(100, 0.9774746852689592)	(105, 1.0181171241621298)	(110, 1.0573661656216522)	(115, 1.0889545459372818)	(120, 1.118531137290582)	(125, 1.1458344676112733)	(130, 1.1772749716917834)	(135, 1.2114861386866682)	(140, 1.2268787104331926)
SRR10898067_2 - illumina_universal_adapter	(1, 2.3525764678094275e-05)	(2, 2.3525764678094275e-05)	(3, 4.705152935618855e-05)	(4, 6.721647050884078e-05)	(5, 8.402058813605098e-05)	(6, 0.00010082470576326117)	(7, 0.00010754635281414525)	(8, 0.00012435047044135545)	(9, 0.0001646803527466599)	(10, 0.00027894835261168925)	(15, 0.0006943461403563253)	(20, 0.0015627829393305482)	(25, 0.0028701432907275014)	(30, 0.004670200370954258)	(35, 0.006825832580172782)	(40, 0.010144981893899339)	(45, 0.014487838053475543)	(50, 0.020748380116668973)	(55, 0.02951004704749637)	(60, 0.04405165827737898)	(65, 0.06830067217814839)	(70, 0.11060671871641277)	(75, 0.18799304121324117)	(80, 0.3260650819442713)	(85, 0.5774687971061427)	(90, 1.0039048736377407)	(95, 1.754443983339457)	(100, 2.892263559007256)	(105, 4.697542014663139)	(110, 6.9934758349394714)	(115, 10.147943451589958)	(120, 13.59538480958851)	(125, 17.851363681032034)	(130, 22.03606015766564)	(135, 26.720382709073807)	(140, 29.290161807520796)
SRR10898067_2 - polya	(1, 0.002816370114320429)	(2, 0.01188387198596305)	(3, 0.015486674805236916)	(4, 0.021126136680928657)	(5, 0.025041496088068632)	(6, 0.029706319141382182)	(7, 0.035954090075178934)	(8, 0.048846209118774596)	(9, 0.06608723380429225)	(10, 0.09880686731858576)	(15, 0.1481155257544612)	(20, 0.19790948710741046)	(25, 0.25886877637658323)	(30, 0.3180851425654618)	(35, 0.35857701656469254)	(40, 0.3984666309881641)	(45, 0.44116118872596966)	(50, 0.48286564785317987)	(55, 0.5338789159811594)	(60, 0.5734626954638158)	(65, 0.6164872860718198)	(70, 0.6660641382250254)	(75, 0.712172620499975)	(80, 0.7521482720056978)	(85, 0.8013608108887457)	(90, 0.8468267037056305)	(95, 0.9043902168846966)	(100, 0.9432198275682439)	(105, 0.9818578713108408)	(110, 1.019197965007912)	(115, 1.0489486470198301)	(120, 1.0766982947046997)	(125, 1.1025457162741694)	(130, 1.1328657217912974)	(135, 1.1664558085986805)	(140, 1.183917303307467)
SRR10898068_1 - illumina_universal_adapter	(1, 5.151658051484512e-05)	(2, 6.117593936137857e-05)	(3, 9.015401590097896e-05)	(4, 0.00014489038269800187)	(5, 0.00016098931410889097)	(6, 0.00018352781808413573)	(7, 0.00019962674949502483)	(8, 0.00022216525347026957)	(9, 0.00025436311629204773)	(10, 0.0005956604622028966)	(15, 0.0015718996629592117)	(20, 0.0033279711012589946)	(25, 0.005552843422243868)	(30, 0.008831229814757324)	(35, 0.012855962667479598)	(40, 0.018596197651346215)	(45, 0.025720296779292863)	(50, 0.03618910989716582)	(55, 0.050093434978122506)	(60, 0.072384659366896)	(65, 0.10703406746392438)	(70, 0.1668093997925556)	(75, 0.2726907837674603)	(80, 0.45561907764585463)	(85, 0.7900492633740746)	(90, 1.3539117602114394)	(95, 2.3621498409972945)	(100, 3.8441028422920995)	(105, 6.10309910225275)	(110, 8.840123508425956)	(115, 12.491360508458346)	(120, 16.406322475376847)	(125, 21.146278690147152)	(130, 25.669830493063262)	(135, 30.52722519268972)	(140, 33.04918719393114)
SRR10898068_1 - polya	(1, 0.0032777424352570203)	(2, 0.01345226708693893)	(3, 0.01795996788198788)	(4, 0.02512077257355135)	(5, 0.030143639173748748)	(6, 0.03635138712578758)	(7, 0.043628104123509454)	(8, 0.05933100182169068)	(9, 0.07730384884880727)	(10, 0.1140274432688146)	(15, 0.16328695359985307)	(20, 0.2126237388016638)	(25, 0.2715406761074664)	(30, 0.3295805436300038)	(35, 0.3690750861244534)	(40, 0.4074761891974753)	(45, 0.4498002798767028)	(50, 0.490252386811472)	(55, 0.5393689386315819)	(60, 0.5778318616012216)	(65, 0.6202403106810421)	(70, 0.6711599428191715)	(75, 0.7204085058768505)	(80, 0.7622148549219038)	(85, 0.8097009069687188)	(90, 0.85494920754942)	(95, 0.91637242649727)	(100, 0.9563995216427917)	(105, 0.9954671204762244)	(110, 1.0327696324697673)	(115, 1.0628920210540538)	(120, 1.0910709466384176)	(125, 1.1165710100360093)	(130, 1.1462007713191227)	(135, 1.181031775362466)	(140, 1.1977057606033519)
SRR10898068_2 - illumina_universal_adapter	(1, 4.82967942326673e-05)	(2, 5.7956153079200756e-05)	(3, 9.015401590097896e-05)	(4, 0.00012235187872275714)	(5, 0.00013523102385146841)	(6, 0.00015454974154453533)	(7, 0.00017064867295542445)	(8, 0.0001931871769306692)	(9, 0.00022216525347026957)	(10, 0.0005422120099187449)	(15, 0.001555156774291887)	(20, 0.003555288012780748)	(25, 0.006623100382439776)	(30, 0.011413498413063935)	(35, 0.01717112024285431)	(40, 0.02475178506561377)	(45, 0.0336718809817592)	(50, 0.04604165592062995)	(55, 0.06172330302934881)	(60, 0.08562892826000625)	(65, 0.12161132787785625)	(70, 0.18199262398479335)	(75, 0.28667173976193283)	(80, 0.4652063132796672)	(85, 0.7883801261653935)	(90, 1.329642299130896)	(95, 2.2905128160051196)	(100, 3.6938998122285036)	(105, 5.825171658075955)	(110, 8.389851851837541)	(115, 11.788933865010202)	(120, 15.406919488149288)	(125, 19.75482422188552)	(130, 23.848679446513586)	(135, 28.203090080411584)	(140, 30.449373980172943)
SRR10898068_2 - polya	(1, 0.0035804023457817356)	(2, 0.01417671900042894)	(3, 0.01841395774777495)	(4, 0.024119419039794046)	(5, 0.028939439104214242)	(6, 0.03384317361197106)	(7, 0.04086230770711871)	(8, 0.054572157696631866)	(9, 0.07203627849116435)	(10, 0.10734187903250061)	(15, 0.1545420140574581)	(20, 0.20362829988651546)	(25, 0.2615052462231746)	(30, 0.31940988272186044)	(35, 0.3590338606248536)	(40, 0.3971149169414271)	(45, 0.4391183169069496)	(50, 0.4786843386568636)	(55, 0.5271865552543338)	(60, 0.5648078260898124)	(65, 0.6050023501220074)	(70, 0.6546263402601883)	(75, 0.702125271452132)	(80, 0.7436263847576349)	(85, 0.7890054086613926)	(90, 0.831305672922132)	(95, 0.8882817230570377)	(100, 0.9263859618348429)	(105, 0.9632164531594185)	(110, 0.9989914985406962)	(115, 1.02765274811013)	(120, 1.055283022112011)	(125, 1.0800592775533695)	(130, 1.1097585862201775)	(135, 1.1442695435070724)	(140, 1.1636017843025244)
